name,url,description,duration,adaptive_support,remote_support,test_type
Service Supervisor Solution (Variant Q42),https://www.shl.com/products/product-catalog/view/service-supervisor-solution/?variant=42,Service Supervisor Solution: The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Telenurse Solution (Variant R43),https://www.shl.com/products/product-catalog/view/telenurse-solution/?variant=43,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Support Specialist Solution (Variant S44),https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/?variant=44,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Operations Supervisor - Short Form (Variant T45),https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/?variant=45,Bank Operations Supervisor - Short Form: The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET MVVM (New) (Variant U46),https://www.shl.com/products/product-catalog/view/net-mvvm-new/?variant=46,".NET MVVM (New): Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Apprentice + 8.0 Job Focused Assessment (Variant V47),https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/?variant=47,"Apprentice + 8.0 Job Focused Assessment: The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Entry Level Customer Service 7.1 (International) (Variant W48),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/?variant=48,Entry Level Customer Service 7.1 (International): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Contact Centre Agent Solution - UK (Variant X49),https://www.shl.com/products/product-catalog/view/contact-centre-agent-solution-uk/?variant=49,Contact Centre Agent Solution - UK: This solution is used for job candidates applying to entry-level positions in a contact centre environment where the main focus of the job is customer service…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety Solution (Variant Y50),https://www.shl.com/products/product-catalog/view/workplace-safety-solution/?variant=50,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Senior Sales Professional Solution (Variant Z51),https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/?variant=51,"Senior Sales Professional Solution : The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Entry Level Customer Service 7.1 (International) (Variant A52),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/?variant=52,Entry Level Customer Service 7.1 (International): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teller with Sales - Short Form (Variant B53),https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/?variant=53,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Support Specialist Solution (Variant C54),https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/?variant=54,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Operations Supervisor - Short Form (Variant D55),https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/?variant=55,Bank Operations Supervisor - Short Form: The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Server Solution (Variant E56),https://www.shl.com/products/product-catalog/view/server-solution/?variant=56,"Server Solution: The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Customer Service - Short Form - UK (Variant F57),https://www.shl.com/products/product-catalog/view/customer-service-short-form-uk/?variant=57,Customer Service - Short Form - UK: The Customer Service Representative solution is for entry-level positions that involve  a high degree of interaction with customers in person or on the phone…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Supervisor Solution (Variant G58),https://www.shl.com/products/product-catalog/view/support-supervisor-solution/?variant=58,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Healthcare Aide 7.0 Solution (Variant H59),https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/?variant=59,"Healthcare Aide 7.0 Solution: Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Professional 7.1 (Americas) (Variant I60),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/?variant=60,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Entry Level Cashier 7.1 (International) (Variant J61),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/?variant=61,"Entry Level Cashier 7.1 (International): The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Technology Professional 8.0 Job Focused Assessment (Variant K62),https://www.shl.com/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/?variant=62,"Technology Professional 8.0 Job Focused Assessment: The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Professional + 7.1 (International) (Variant L63),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/?variant=63,"Professional + 7.1 (International): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nurse Leader Solution (Variant M64),https://www.shl.com/products/product-catalog/view/nurse-leader-solution/?variant=64,Nurse Leader Solution: The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Account Manager Solution (Variant N65),https://www.shl.com/products/product-catalog/view/account-manager-solution/?variant=65,Account Manager Solution : The Account Manager solution is an assessment used for job candidates applying to mid-level leadership positions that tend to manage the day-to-day operations…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor - Short Form (Variant O66),https://www.shl.com/products/product-catalog/view/supervisor-short-form/?variant=66,Supervisor - Short Form: The Supervisor solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Administrative Assistant - Short Form (Variant P67),https://www.shl.com/products/product-catalog/view/bank-administrative-assistant-short-form/?variant=67,Bank Administrative Assistant - Short Form: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Executive - Short Form (Variant Q68),https://www.shl.com/products/product-catalog/view/executive-short-form/?variant=68,"Executive - Short Form: The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Financial Professional - Short Form (Variant R69),https://www.shl.com/products/product-catalog/view/financial-professional-short-form/?variant=69,Financial Professional - Short Form: This solution is for mid-level financial institution positions that require Series 6/7 certification. Candidates answer multiple choice questions to measure…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (Americas) (Variant S70),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/?variant=70,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Associate Solution (Variant T71),https://www.shl.com/products/product-catalog/view/support-associate-solution/?variant=71,Support Associate Solution: The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Administrative Professional - Short Form (Variant U72),https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/?variant=72,Administrative Professional - Short Form: The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Professional/Individual Contributor - Short Form (Variant V73),https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/?variant=73,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager 7.1 (International) (Variant W74),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/?variant=74,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 8.0 JFA (Variant X75),https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/?variant=75,Manager 8.0 JFA: The Manager 8.0 Job-Focused Assessment is designed for candidates applying to their first leadership positions. It measures behaviors that underlie successful…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nurse Leader Solution (Variant Y76),https://www.shl.com/products/product-catalog/view/nurse-leader-solution/?variant=76,Nurse Leader Solution: The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Service Associate Solution (Variant Z77),https://www.shl.com/products/product-catalog/view/service-associate-solution/?variant=77,Service Associate Solution: The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.0 Solution (Variant A78),https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/?variant=78,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
"Bookkeeping, Accounting, Auditing Clerk Short Form (Variant B79)",https://www.shl.com/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/?variant=79,"Bookkeeping, Accounting, Auditing Clerk Short Form: The Bookkeeping, Accounting, and Auditing Clerk solution is for entry-level positions that involve entering numerical data into computer systems and…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 7.1 (Americas) (Variant C80),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/?variant=80,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Event Sales Manager Solution (Variant D81),https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/?variant=81,Event Sales Manager Solution: The Event Sales Manager solution is designed for management level positions in the hospitality industry. Sample tasks include selling use of facility space for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Installation and Repair Technician Solution (Variant E82),https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/?variant=82,Installation and Repair Technician Solution: The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Engineer Solution (Variant F83),https://www.shl.com/products/product-catalog/view/sales-engineer-solution/?variant=83,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Support Specialist Solution (Variant G84),https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/?variant=84,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Individual 7.0 Solution (Variant H85),https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-0-solution/?variant=85,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Agent Solution (Variant I86),https://www.shl.com/products/product-catalog/view/insurance-agent-solution/?variant=86,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Financial Professional - Short Form (Variant J87),https://www.shl.com/products/product-catalog/view/financial-professional-short-form/?variant=87,Financial Professional - Short Form: This solution is for mid-level financial institution positions that require Series 6/7 certification. Candidates answer multiple choice questions to measure…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Branch Manager - Short Form (Variant K88),https://www.shl.com/products/product-catalog/view/branch-manager-short-form/?variant=88,Branch Manager - Short Form: This solution is for mid to upper-level financial institution managerial positions. Candidates answer a series of multiple choice questions to measure…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Consultant Solution (Variant L89),https://www.shl.com/products/product-catalog/view/retail-consultant-solution/?variant=89,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teller with Sales - Short Form (Variant M90),https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/?variant=90,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Healthcare Aide 7.0 Solution (Variant N91),https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/?variant=91,"Healthcare Aide 7.0 Solution: Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Supervisor Solution (Variant O92),https://www.shl.com/products/product-catalog/view/support-supervisor-solution/?variant=92,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Guest Service Team 7.0 Solution (Variant P93),https://www.shl.com/products/product-catalog/view/guest-service-team-7-0-solution/?variant=93,Guest Service Team 7.0 Solution: Our Guest Service Team 7.0 solution is designed for team-oriented entry-level positions that involve a high degree of interaction with customers. The solution…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Proof Operator - Processing Specialist -Short Form (Variant Q94),https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/?variant=94,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Technology Professional 8.0 Job Focused Assessment (Variant R95),https://www.shl.com/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/?variant=95,"Technology Professional 8.0 Job Focused Assessment: The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Graduate 7.1 Job Focused Assessment (Variant S96),https://www.shl.com/products/product-catalog/view/graduate-7-1-job-focused-assessment/?variant=96,Graduate 7.1 Job Focused Assessment: The Graduate 7.1 Job Focused Assessment is designed for professional level positions appropriate for recent college graduates.,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Phone Banker - Short Form (Variant T97),https://www.shl.com/products/product-catalog/view/phone-banker-short-form/?variant=97,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial Professional and Skilled 7.1 Solution (Variant U98),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/?variant=98,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Guest Services Associate Solution (Variant V99),https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/?variant=99,Guest Services Associate Solution: The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nursing Assistant Solution (Variant W100),https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/?variant=100,"Nursing Assistant Solution: The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manufacturing Skilled Maintenance Worker (Variant X101),https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/?variant=101,Manufacturing Skilled Maintenance Worker: The Manufacturing Skilled Maintenance solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Accounts Receivable Simulation (New) (Variant Y102),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/?variant=102,Accounts Receivable Simulation (New): Simulated data entry test that measures the ability to process receivables and invoices.,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Supervisor Solution (Variant Z103),https://www.shl.com/products/product-catalog/view/support-supervisor-solution/?variant=103,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (Americas) (Variant A104),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/?variant=104,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Administrative Professional - Short Form (Variant B105),https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/?variant=105,Administrative Professional - Short Form: The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET WCF (New) (Variant C106),https://www.shl.com/products/product-catalog/view/net-wcf-new/?variant=106,".NET WCF (New): Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Entry level Sales 7.1 (International) (Variant D107),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/?variant=107,Entry level Sales 7.1 (International): The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Professional 7.1 (International) (Variant E108),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/?variant=108,"Professional 7.1 (International): Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety Solution (Variant F109),https://www.shl.com/products/product-catalog/view/workplace-safety-solution/?variant=109,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (International) (Variant G110),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/?variant=110,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
